Id,Type,Code,Name,KieuSo,KieuSo1,KieuSo2,KieuSo3,KieuChu,KieuChu1,KieuChu2,KieuChu3,KieuNgay,KieuNgay1,Status,IsPrgCreatedDate,IsPrgUpdatedDate,IsPrgCreatedUserId,IsPrgUpdatedUserId
316,NULL,NULL,PP 35x75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-25 17:21:40.067,NULL,10,NULL
317,NULL,NULL,2 QUAI KHÔNG IN 35x60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-25 17:42:59.430,NULL,10,NULL
318,NULL,NULL,2 QUAI KHÔNG IN 23x46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-25 17:43:21.337,NULL,10,NULL
319,NULL,NULL,QUAI XOÀI IN KHÔNG BIÊN 25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-25 18:06:41.830,NULL,10,NULL
320,NULL,NULL,PP 20x30 (5c),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-05 11:42:47.297,NULL,5,NULL
321,NULL,NULL,PEដៃកណ្ដាលស (PE QX trắng) 25x38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-05 14:33:14.880,2019-06-27 20:13:19.693,5,3
322,NULL,NULL,Quai xoài HD PE 20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-05 15:19:25.393,NULL,5,NULL
323,NULL,NULL,Quai xoài HD PE 25x38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-05 15:19:40.720,NULL,5,NULL
324,NULL,NULL,Quai xoài HD PE 30x45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-05 15:19:50.760,NULL,5,NULL
325,NULL,NULL,HD zin in 25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-05 18:21:13.127,NULL,5,NULL
326,NULL,NULL,PP 10x33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-20 14:32:31.867,NULL,5,NULL
327,NULL,NULL,ថង់បកបិទ(OPP) 11.5x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-20 15:08:17.477,2019-06-27 18:07:31.373,5,3
328,NULL,NULL,PEដៃកណ្ដាលស (PE QX trắng) 20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-22 16:43:40.547,2019-06-27 20:11:45.760,5,3
329,NULL,NULL,PEដៃកណ្ដាលស (PE QX trắng) 17x26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-22 16:45:07.877,2019-06-27 20:08:20.343,5,3
330,NULL,NULL,PEដៃកណ្ដាលស (PE QX trắng) 15x23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-22 16:46:37.937,2019-06-27 20:07:18.447,5,3
331,NULL,NULL,សzin2 (trắng zin2) 60x100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-22 17:01:19.447,2019-06-27 17:26:05.550,5,3
332,NULL,NULL,2 QUAI KHÔNG IN 20x38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-22 19:05:25.127,NULL,5,NULL
333,NULL,NULL,2 QUAI KHÔNG IN 30x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-22 19:05:35.380,NULL,5,NULL
334,NULL,NULL,2 QUAI KHÔNG IN 40x70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-01-22 19:09:19.237,NULL,5,NULL
335,NULL,NULL,ថង់កូនឈើ (trồng cây) 7x17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-03-02 18:49:34.133,2019-06-29 10:45:57.957,5,3
336,NULL,NULL,ស​Zin1 (trắng zin1) 60x100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-03-03 12:21:49.350,2019-06-27 16:32:50.097,5,3
337,NULL,NULL,ស​Zin​1 (trắng zin1) 16x28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2019-03-03 13:41:56.337,2019-06-27 16:32:25.073,5,3
